policy_id,month,avg_monthly_profit,avg_cumulative_profit,avg_revenue,avg_cost,avg_utilization,avg_idle,avg_short,avg_internal_ratio
P0,1,797.015501,797.015501,1366.403143,569.387642,0.351473684,49.288000,0.000000,1.000000000
P0,2,826.801980,1623.817481,1400.174714,573.372734,0.385825188,46.677286,0.000000,1.000000000
P0,3,877.904261,2501.721742,1457.569857,579.665596,0.352738722,49.191857,0.000000,1.000000000
P0,4,968.747354,3470.469096,1545.144143,576.396789,0.398381579,45.723000,0.000000,1.000000000
P0,5,1095.049231,4565.518327,1665.046052,569.996821,0.448153206,41.940356,0.000000,0.999835789
P0,6,1274.718827,5840.237154,1839.949260,565.230432,0.508542548,37.350766,0.000000,0.999344685
P0,7,1516.230539,7356.467693,2080.015752,563.785213,0.580274180,31.902361,0.000000,0.997235444
P0,8,1861.041550,9217.509243,2422.977544,561.935994,0.661525710,25.843592,0.000000,0.990673798
P0,9,2194.431637,11411.940880,2769.229463,574.797827,0.729264645,20.963886,0.000000,0.979696922
P0,10,2505.518827,13917.459707,3098.451526,592.932700,0.771111696,18.119634,0.000505,0.963207355
P0,11,2777.501772,16694.961479,3398.424690,620.922917,0.800181715,16.285974,0.056929,0.942714726
P0,12,2964.736969,19659.698448,3613.201815,648.464846,0.816540965,15.298087,0.196188,0.921674127
P0,13,3099.274819,22758.973267,3756.678408,657.403589,0.824682433,14.808814,0.351225,0.761742658
P0,14,3220.615870,25979.589137,3890.039444,669.423574,0.833110260,14.284499,0.639083,0.740614695
P0,15,3263.250016,29242.839153,3947.400365,684.150349,0.839899093,13.835351,0.964678,0.716101474
P0,16,3382.712259,32625.551412,4083.002048,700.289789,0.847472478,13.311708,1.447875,0.687566088
P0,17,3358.389195,35983.940607,4054.849251,696.460056,0.845748216,13.434400,1.237545,0.660219859
P0,18,3362.437780,39346.378387,4050.490721,688.052941,0.843250382,13.609411,0.920029,0.635777364
P0,19,3169.391483,42515.769870,3833.950215,664.558732,0.834436914,14.158973,0.414088,0.610646474
P0,20,3190.493940,45706.263810,3851.603842,661.109903,0.832658498,14.256376,0.296550,0.587972223
P0,21,3289.605187,48995.868997,3963.636742,674.031554,0.836653005,13.975828,0.490864,0.565408865
P0,22,3228.201215,52224.070212,3894.177635,665.976420,0.833697447,14.160154,0.341518,0.543114602
P0,23,3139.456441,55363.526653,3796.633540,657.177099,0.827945666,14.539325,0.157399,0.520644773
P0,24,3166.613924,58530.140578,3835.560400,668.946475,0.835064290,14.095127,0.226259,0.500621730
P0,25,3136.252613,61666.393191,3813.195043,676.942430,0.836811297,13.997959,0.235606,0.279294212
P0,26,2972.192493,64638.585684,3644.742429,672.549936,0.830635236,14.391819,0.166852,0.265239416
P0,27,3001.353533,67639.939217,3675.712158,674.358625,0.831946312,14.318614,0.166624,0.261867250
P0,28,3043.471203,70683.410420,3718.506124,675.034921,0.832310957,14.300616,0.121411,0.260885133
P0,29,3077.021024,73760.431443,3750.824604,673.803581,0.830939604,14.399573,0.101901,0.261444441
P0,30,3084.705819,76845.137262,3750.734628,666.028809,0.830288964,14.437190,0.078041,0.263163270
P0,31,3144.896768,79990.034030,3812.011508,667.114740,0.833553192,14.203761,0.164241,0.264641692
P0,32,3127.574625,83117.608655,3795.647841,668.073215,0.835116985,14.071230,0.257575,0.264218240
P0,33,3255.574133,86373.182788,3931.831810,676.257677,0.844561772,13.426891,0.364219,0.262907301
P0,34,3293.462042,89666.644830,3977.392848,683.930806,0.849013580,13.122962,0.477057,0.259177758
P0,35,3490.364126,93157.008956,4190.372726,700.008600,0.857337640,12.539963,0.760232,0.254529991
P0,36,3684.679301,96841.688257,4389.910667,705.231366,0.861142618,12.299662,0.806686,0.249198224
P0,37,3833.921080,100675.609336,4530.908988,696.987909,0.857832280,12.540018,0.649701,0.193717399
P0,38,3954.987865,104630.597201,4637.501865,682.514000,0.853122131,12.856545,0.502189,0.191613370
P0,39,3948.072713,108578.669914,4615.033066,666.960353,0.842647328,13.567597,0.191363,0.190462793
P0,40,3829.548132,112408.218046,4481.237925,651.689793,0.825675253,14.703260,0.042995,0.190780374
P0,41,3789.831043,116198.049089,4444.963848,655.132805,0.824804642,14.754942,0.007476,0.195760522
P0,42,3764.249447,119962.298535,4416.461353,652.211907,0.828412158,14.524064,0.004626,0.203774363
P0,43,3769.159341,123731.457876,4434.148873,664.989532,0.830323470,14.407887,0.005983,0.213238083
P0,44,3760.723923,127492.181799,4426.742136,666.018213,0.830263122,14.430287,0.005150,0.223465198
P0,45,3706.170169,131198.351968,4370.206660,664.036491,0.828706507,14.555461,0.003971,0.234174464
P0,46,3749.647299,134947.999267,4409.933683,660.286385,0.830725441,14.443288,0.016239,0.243991368
P0,47,3775.100241,138723.099508,4434.563432,659.463192,0.830621677,14.421836,0.038204,0.252662055
P0,48,3771.642294,142494.741801,4427.674780,656.032487,0.827280903,14.672215,0.034908,0.259338714
P0,49,3708.421317,146203.163118,4362.300447,653.879131,0.820235922,15.208801,0.034676,0.319983727
P0,50,3624.706664,149827.869782,4273.330656,648.623992,0.810816162,15.931075,0.030122,0.313541008
P0,51,3561.090362,153388.960144,4205.242925,644.152563,0.803375642,16.503776,0.022791,0.305493796
P0,52,3491.680305,156880.640449,4125.119296,633.438991,0.791932877,17.390863,0.010461,0.298245085
P0,53,3369.177720,160249.818168,3996.805847,627.628128,0.780275617,18.314562,0.008717,0.291723343
P0,54,3201.077345,163450.895513,3824.830935,623.753590,0.763243863,19.644999,0.001660,0.287356450
P0,55,3024.081030,166474.976543,3638.118244,614.037213,0.746232214,20.975143,0.000587,0.285035647
P0,56,2842.913033,169317.889576,3449.410828,606.497795,0.727278687,22.505691,0.000000,0.284225113
P0,57,2651.931909,171969.821485,3253.899074,601.967165,0.711216027,23.786957,0.000000,0.284342926
P0,58,2448.850260,174418.671745,3049.669162,600.818902,0.692506146,25.319356,0.000000,0.285372175
P0,59,2286.559589,176705.231334,2885.381851,598.822262,0.675844704,26.689818,0.000000,0.287337915
P0,60,2569.976961,179275.208295,3171.663124,601.686164,0.714393300,23.671740,0.001130,0.286997858
P1,1,797.015501,797.015501,1366.403143,569.387642,0.351473684,49.288000,0.000000,1.000000000
P1,2,827.679283,1624.694784,1400.174714,572.495431,0.385825188,46.677286,0.000000,1.000000000
P1,3,877.087231,2501.782015,1457.569857,580.482626,0.352738722,49.191857,0.000000,1.000000000
P1,4,969.985424,3471.767439,1545.144143,575.158719,0.398381579,45.723000,0.000000,1.000000000
P1,5,1089.034955,4560.802394,1660.155766,571.120811,0.447247191,42.009213,0.000000,0.999835789
P1,6,1270.081386,5830.883780,1838.052974,567.971588,0.508645931,37.342909,0.000000,0.999342758
P1,7,1524.073185,7354.956965,2089.833038,565.759853,0.583873838,31.630053,0.000000,0.997224116
P1,8,1862.059707,9217.016672,2427.420596,565.360889,0.664322546,25.638125,0.000000,0.989941654
P1,9,2180.953416,11397.970088,2756.846566,575.893150,0.726942870,21.127124,0.000000,0.976838864
P1,10,2487.819958,13885.790045,3081.128009,593.308051,0.767125970,18.401646,0.001912,0.957286187
P1,11,2746.216579,16632.006624,3369.261984,623.045405,0.795899223,16.579052,0.086377,0.934098518
P1,12,2930.691737,19562.698361,3577.449467,646.757730,0.813257509,15.506972,0.231635,0.910921454
P1,13,3060.164664,22622.863025,3717.474631,657.309967,0.822446623,14.945544,0.388799,0.736151287
P1,14,3200.355002,25823.218027,3870.799159,670.444157,0.831948589,14.347854,0.728368,0.716229962
P1,15,3258.701757,29081.919785,3945.465537,686.763780,0.839442139,13.844565,1.138818,0.692549822
P1,16,3386.067985,32467.987770,4088.200854,702.132868,0.847543798,13.282497,1.680666,0.664723163
P1,17,3364.037234,35832.025004,4066.612202,702.574968,0.846455014,13.374615,1.470969,0.637828023
P1,18,3370.276232,39202.301236,4066.351936,696.075705,0.844667446,13.508147,1.135904,0.613926166
P1,19,3178.035601,42380.336837,3847.808258,669.772657,0.835375658,14.110587,0.527277,0.589164206
P1,20,3211.398601,45591.735438,3879.825302,668.426701,0.833684359,14.206190,0.393924,0.567040355
P1,21,3300.919925,48892.655363,3978.503610,677.583685,0.835890646,14.030591,0.590777,0.545054709
P1,22,3221.339582,52113.994945,3887.530065,666.190483,0.831095704,14.342525,0.381126,0.523143702
P1,23,3108.178308,55222.173253,3764.521478,656.343170,0.823396802,14.852781,0.186930,0.501030131
P1,24,3123.202664,58345.375916,3789.502812,666.300148,0.829978610,14.438037,0.235984,0.481530333
P1,25,3083.135739,61428.511655,3753.530310,670.394571,0.830144547,14.443868,0.225158,0.262944946
P1,26,2903.360249,64331.871904,3568.831933,665.471684,0.822390884,14.952148,0.157769,0.247194068
P1,27,2922.398758,67254.270663,3587.035654,664.636896,0.822584628,14.944673,0.140565,0.243151393
P1,28,2956.469448,70210.740110,3623.829925,667.360477,0.822595291,14.945944,0.102571,0.241975867
P1,29,2990.766689,73201.506800,3651.526552,660.759863,0.820933268,15.068379,0.100440,0.242156383
P1,30,3007.558707,76209.065507,3665.053022,657.494315,0.820848871,15.069282,0.097952,0.243123039
P1,31,3085.884657,79294.950164,3748.664484,662.779827,0.826107541,14.703141,0.233417,0.244020432
P1,32,3088.012672,82382.962836,3753.387482,665.374810,0.829720276,14.428775,0.386621,0.242606514
P1,33,3229.697690,85612.660526,3906.722670,677.024980,0.841685222,13.603388,0.530184,0.240393879
P1,34,3267.917063,88880.577589,3953.182386,685.265323,0.846145455,13.305491,0.650442,0.235749702
P1,35,3471.761077,92352.338666,4173.673370,701.912293,0.855018554,12.681490,0.929069,0.230594924
P1,36,3671.355828,96023.694494,4379.083882,707.728054,0.859276672,12.406595,0.974096,0.225160396
P1,37,3821.568810,99845.263303,4523.004720,701.435910,0.855562453,12.681319,0.810296,0.171089307
P1,38,3945.539155,103790.802458,4632.538318,686.999163,0.850885749,13.016359,0.614300,0.169204734
P1,39,3924.418949,107715.221407,4589.730457,665.311508,0.838084224,13.914439,0.235855,0.166957206
P1,40,3795.016294,111510.237701,4438.940399,643.924105,0.817549372,15.329211,0.050831,0.165540227
